ID,School,School Type,Region,US World Ranking,Acceptance Rate,Average GPA,New EBRW 25th,New EBRW 75th,New Math 25th,New Math 75th,SAT Total 25th,SAT TOTAL 75th,SAT 25,SAT 75,ACT 25,ACT 75,ACT Comp 25th,ACT Comp 75th,Test Optional or Test Flexible,State,Link
214,Christopher Newport University,Regional,South,14.0,0.6,3.7,580.0,680.0,560.0,640.0,1140.0,1320.0,1140,1310,23,27,23.0,27.0,TO,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/christopher-newport-university/admission/
1131,Paul Quinn College,,,,0.6,2.79,,,,,,,760,930,14,18,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/paul-quinn-college/admission/
253,Millikin University,,,,0.6,3.36,,,,,,,1020,1260,20,26,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/millikin-university/admission/
1326,University of Great Falls,,,,0.6,3.2,,,,,,,-,-,-,-,,,,Montana,http://www.collegesimply.com/guides/admission-data//colleges/montana/university-of-great-falls/admission/
425,Stevenson University,,,,0.6,3.2,,,,,,,990,1190,19,24,,,,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/stevenson-university/admission/
302,SUNY Institute of Technology at Utica Rome,,,,0.6,-,,,,,,,1040,1370,23,28,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-institute-of-technology-at-utica-rome/admission/
399,Wheeling Jesuit University,,,,0.61,3.38,,,,,,,990,1170,20,25,,,,West Virginia,http://www.collegesimply.com/guides/admission-data//colleges/west-virginia/wheeling-jesuit-university/admission/
356,Ball State University,,,,0.61,3.42,,,,,,,1090,1260,20,24,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/ball-state-university/admission/
1261,Shimer College,,,,0.61,3.13,,,,,,,-,-,-,-,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/shimer-college/admission/
794,Midland University,,,,0.61,-,,,,,,,900,1070,18,23,,,,Nebraska,http://www.collegesimply.com/guides/admission-data//colleges/nebraska/midland-university/admission/
859,West Virginia University Institute of Technology,,,,0.61,3.18,,,,,,,910,1160,18,24,,,,West Virginia,http://www.collegesimply.com/guides/admission-data//colleges/west-virginia/west-virginia-university-institute-of-technology/admission/
571,Eastern Nazarene College,,,,0.61,3.0,,,,,,,920,1180,18,24,,,,Massachusetts,http://www.collegesimply.com/guides/admission-data//colleges/massachusetts/eastern-nazarene-college/admission/
570,MidAmerica Nazarene University,,,,0.61,-,,,,,,,870,1090,19,25,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/midamerica-nazarene-university/admission/
164,The University of Texas at Dallas,National,South,146.0,0.61,3.9,600.0,700.0,620.0,730.0,1220.0,1430.0,1220,1430,25,31,25.0,31.0,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/the-university-of-texas-at-dallas/admission/
192,Hanover College,LAC,Midwest,122.0,0.61,3.67,530.0,650.0,510.0,620.0,1040.0,1270.0,1040,1270,22,27,22.0,27.0,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/hanover-college/admission/
957,Mars Hill University,,,,0.61,3.23,,,,,,,890,1070,17,22,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/mars-hill-university/admission/
486,Florida Gulf Coast University,,,,0.61,3.37,,,,,,,1050,1210,22,26,,,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/florida-gulf-coast-university/admission/
961,Thiel College,,,,0.61,3.07,,,,,,,910,1110,17,21,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/thiel-college/admission/
1353,Hofstra University,National,Mid-Atlantic,133.0,0.61,3.51,560.0,660.0,560.0,640.0,1120.0,1300.0,-,-,-,-,23.0,28.0,TO,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/hofstra-university/admission/
409,Evangel University,,,,0.61,-,,,,,,,990,1240,20,26,,,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/evangel-university/admission/
184,Lipscomb University,National,South,176.0,0.61,3.56,560.0,680.0,550.0,640.0,1110.0,1320.0,1090,1330,23,29,23.0,29.0,,Tennessee,http://www.collegesimply.com/guides/admission-data//colleges/tennessee/lipscomb-university/admission/
1467,New England School of Communications,,,,0.61,-,,,,,,,-,-,-,-,,,,Maine,http://www.collegesimply.com/guides/admission-data//colleges/maine/new-england-school-of-communications/admission/
295,The College of Saint Scholastica,,,,0.61,3.49,,,,,,,800,1110,20,26,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/the-college-of-saint-scholastica/admission/
632,Adrian College,,,,0.61,-,,,,,,,930,1180,19,24,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/adrian-college/admission/
139,New College of Florida,LAC,South,90.0,0.61,3.92,660.0,730.0,580.0,690.0,1230.0,1420.0,1230,1420,27,31,27.0,31.0,,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/new-college-of-florida/admission/
238,New Jersey Institute of Technology,National,Mid-Atlantic,135.0,0.61,-,570.0,680.0,610.0,710.0,1180.0,1390.0,1180,1390,23,29,23.0,29.0,,New Jersey,http://www.collegesimply.com/guides/admission-data//colleges/new-jersey/new-jersey-institute-of-technology/admission/
586,University of Mobile,,,,0.61,3.34,,,,,,,930,1190,19,25,,,,Alabama,http://www.collegesimply.com/guides/admission-data//colleges/alabama/university-of-mobile/admission/
1400,Saint Gregorys University,,,,0.61,3.29,,,,,,,-,-,-,-,,,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/saint-gregorys-university/admission/
938,Averett University,,,,0.61,3.17,,,,,,,880,1090,17,22,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/averett-university/admission/
1284,Loyola University Maryland,Regional,Mid-Atlantic,3.0,0.61,3.45,600.0,700.0,580.0,660.0,1180.0,1360.0,-,-,-,-,25.0,29.0,TO,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/loyola-university-maryland/admission/
1409,Baptist Bible College and Seminary,,,,0.61,3.31,,,,,,,-,-,-,-,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/baptist-bible-college-and-seminary/admission/
181,University of North Carolina at Wilmington,Regional,South,16.0,0.61,4.06,590.0,680.0,580.0,660.0,1170.0,1340.0,1180,1330,23,27,22.0,26.0,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/university-of-north-carolina-at-wilmington/admission/
502,Oklahoma Baptist University,,,,0.61,3.64,,,,,,,970,1210,20,25,,,,Oklahoma,http://www.collegesimply.com/guides/admission-data//colleges/oklahoma/oklahoma-baptist-university/admission/
439,University of California Merced,National,West,152.0,0.61,3.51,500.0,610.0,500.0,600.0,1000.0,1210.0,990,1190,20,25,19.0,24.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/university-of-california-merced/admission/
614,Mount Mercy University,,,,0.61,3.4,,,,,,,560,590,19,23,,,,Iowa,http://www.collegesimply.com/guides/admission-data//colleges/iowa/mount-mercy-university/admission/
1285,Salisbury University,,,,0.61,3.71,,,,,,,-,-,-,-,,,,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/salisbury-university/admission/
1255,Illinois College,,,,0.61,3.56,,,,,,,-,-,-,-,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/illinois-college/admission/
261,Saint John Fisher College,LAC,Mid-Atlantic,146.0,0.62,3.5,540.0,620.0,540.0,620.0,1080.0,1240.0,1080,1240,21,26,21.0,26.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/saint-john-fisher-college/admission/
480,Winona State University,,,,0.62,3.3,,,,,,,550,750,20,25,,,,Minnesota,http://www.collegesimply.com/guides/admission-data//colleges/minnesota/winona-state-university/admission/
1031,Presentation College,,,,0.62,-,,,,,,,890,1080,18,21,,,,South Dakota,http://www.collegesimply.com/guides/admission-data//colleges/south-dakota/presentation-college/admission/
870,SUNY College at Buffalo,National,Mid-Atlantic,99.0,0.62,3.2,540.0,640.0,570.0,670.0,1110.0,1310.0,880,1080,16,22,24.0,29.0,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/suny-college-at-buffalo/admission/
718,Stephen F Austin State University,,,,0.62,-,,,,,,,970,1170,19,24,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/stephen-f-austin-state-university/admission/
993,Indiana University East,,,,0.62,3.17,,,,,,,940,1130,18,23,,,,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/indiana-university-east/admission/
1460,Milwaukee Institute of Art & Design,,,,0.62,3.1,,,,,,,-,-,-,-,,,,Wisconsin,http://www.collegesimply.com/guides/admission-data//colleges/wisconsin/milwaukee-institute-of-art-and-design/admission/
990,Gallaudet University,Regional,Mid-Atlantic,16.0,0.62,-,420.0,520.0,450.0,520.0,870.0,1040.0,810,1010,16,21,15.0,20.0,,District Of Columbia,http://www.collegesimply.com/guides/admission-data//colleges/district-of-columbia/gallaudet-university/admission/
724,Kansas Wesleyan University,,,,0.62,-,,,,,,,990,1140,20,24,,,,Kansas,http://www.collegesimply.com/guides/admission-data//colleges/kansas/kansas-wesleyan-university/admission/
1455,Whitworth University,,,,0.62,3.74,,,,,,,-,-,-,-,,,,Washington,http://www.collegesimply.com/guides/admission-data//colleges/washington/whitworth-university/admission/
228,Presbyterian College,LAC,South,119.0,0.62,3.47,520.0,640.0,520.0,620.0,1040.0,1260.0,1030,1260,20,27,20.0,27.0,TO,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/presbyterian-college/admission/
981,Lander University,,,,0.62,3.66,,,,,,,890,1100,17,22,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/lander-university/admission/
1433,Southern Wesleyan University,,,,0.62,-,,,,,,,-,-,-,-,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/southern-wesleyan-university/admission/
559,Kennesaw State University,,,,0.62,3.22,,,,,,,1060,1240,21,24,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/kennesaw-state-university/admission/
1096,Chowan University,,,,0.62,2.64,,,,,,,780,940,14,17,,,,North Carolina,http://www.collegesimply.com/guides/admission-data//colleges/north-carolina/chowan-university/admission/
370,Monmouth College,,,,0.62,3.2,,,,,,,-,-,20,26,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/monmouth-college/admission/
306,Eastern Mennonite University,,,,0.62,3.5,,,,,,,950,1200,18,26,,,,Virginia,http://www.collegesimply.com/guides/admission-data//colleges/virginia/eastern-mennonite-university/admission/
327,University of Connecticut Stamford,,,,0.62,-,,,,,,,980,1180,19,27,,,,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/university-of-connecticut-stamford/admission/
389,University of Michigan Dearborn,,,,0.62,3.54,,,,,,,760,990,21,27,,,,Michigan,http://www.collegesimply.com/guides/admission-data//colleges/michigan/university-of-michigan-dearborn/admission/
300,Le Moyne College,,,,0.62,3.42,,,,,,,1060,1240,21,25,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/le-moyne-college/admission/
153,University of Portland,Regional,West,7.0,0.62,3.63,580.0,700.0,570.0,670.0,1150.0,1370.0,1160,1360,-,-,,,,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/university-of-portland/admission/
404,Lewis University,,,,0.62,3.39,,,,,,,1050,1220,20,25,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/lewis-university/admission/
1262,Earlham College,LAC,Midwest,68.0,0.62,3.5,600.0,730.0,580.0,720.0,1180.0,1450.0,-,-,-,-,25.0,31.0,TO,Indiana,http://www.collegesimply.com/guides/admission-data//colleges/indiana/earlham-college/admission/
125,Illinois Wesleyan University,National,Midwest,72.0,0.62,3.5,540.0,660.0,690.0,780.0,1230.0,1440.0,1260,1460,25,30,25.0,30.0,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/illinois-wesleyan-university/admission/
190,Eureka College,,,,0.62,3.28,,,,,,,1140,1330,19,25,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/eureka-college/admission/
248,California Lutheran University,Regional,West,16.0,0.62,3.65,560.0,650.0,530.0,620.0,1080.0,1270.0,1080,1270,22,27,22.0,27.0,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-lutheran-university/admission/
1243,Stetson University,Regional,South,5.0,0.63,3.86,590.0,680.0,560.0,640.0,1150.0,1320.0,-,-,-,-,24.0,28.0,TO,Florida,http://www.collegesimply.com/guides/admission-data//colleges/florida/stetson-university/admission/
355,University of Illinois at Springfield,,,,0.63,3.44,,,,,,,1020,1240,20,26,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/university-of-illinois-at-springfield/admission/
1100,Southern Vermont College,,,,0.63,2.8,,,,,,,880,1070,17,20,,,,Vermont,http://www.collegesimply.com/guides/admission-data//colleges/vermont/southern-vermont-college/admission/
448,Wells College,,,,0.63,3.5,,,,,,,980,1170,21,25,,,,New York,http://www.collegesimply.com/guides/admission-data//colleges/new-york/wells-college/admission/
680,Shorter University,,,,0.63,3.25,,,,,,,920,1150,18,24,,,,Georgia,http://www.collegesimply.com/guides/admission-data//colleges/georgia/shorter-university/admission/
777,University of Pittsburgh Bradford,,,,0.63,3.18,,,,,,,970,1150,18,23,,,,Pennsylvania,http://www.collegesimply.com/guides/admission-data//colleges/pennsylvania/university-of-pittsburgh-bradford/admission/
1443,Bennington College,LAC,New England,90.0,0.63,3.5,640.0,740.0,570.0,700.0,1210.0,1440.0,-,-,-,-,26.0,31.0,TO,Vermont,http://www.collegesimply.com/guides/admission-data//colleges/vermont/bennington-college/admission/
992,MacMurray College,,,,0.63,2.73,,,,,,,880,970,17,22,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/macmurray-college/admission/
1081,Wesley College,,,,0.63,2.7,,,,,,,820,1020,14,19,,,,Delaware,http://www.collegesimply.com/guides/admission-data//colleges/delaware/wesley-college/admission/
839,Kentucky Mountain Bible College,,,,0.63,3.08,,,,,,,-,-,18,24,,,,Kentucky,http://www.collegesimply.com/guides/admission-data//colleges/kentucky/kentucky-mountain-bible-college/admission/
1227,Lyme Academy College of Fine Arts,,,,0.63,2.97,,,,,,,-,-,-,-,,,,Connecticut,http://www.collegesimply.com/guides/admission-data//colleges/connecticut/lyme-academy-college-of-fine-arts/admission/
612,McKendree University,,,,0.63,3.4,,,,,,,940,1140,19,24,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/mckendree-university/admission/
812,Frostburg State University,,,,0.63,3.13,,,,,,,940,1140,17,22,,,,Maryland,http://www.collegesimply.com/guides/admission-data//colleges/maryland/frostburg-state-university/admission/
282,Texas Tech University,,,,0.63,-,,,,,,,1100,1280,23,27,,,,Texas,http://www.collegesimply.com/guides/admission-data//colleges/texas/texas-tech-university/admission/
630,Quincy University,,,,0.63,3.39,,,,,,,990,1180,19,24,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/quincy-university/admission/
170,Saint Louis University Main Campus,National,Midwest,96.0,0.63,3.77,580.0,720.0,580.0,710.0,1160.0,1430.0,1160,1400,25,31,25.0,31.0,,Missouri,http://www.collegesimply.com/guides/admission-data//colleges/missouri/saint-louis-university-main-campus/admission/
532,California State University Chico,,,,0.63,3.21,,,,,,,970,1180,19,24,,,,California,http://www.collegesimply.com/guides/admission-data//colleges/california/california-state-university-chico/admission/
385,Whittier College,LAC,West,132.0,0.63,3.47,510.0,630.0,510.0,610.0,1020.0,1240.0,1020,1240,20,26,20.0,26.0,TO,California,http://www.collegesimply.com/guides/admission-data//colleges/california/whittier-college/admission/
491,Dominican University,,,,0.63,3.59,,,,,,,930,1160,19,24,,,,Illinois,http://www.collegesimply.com/guides/admission-data//colleges/illinois/dominican-university/admission/
1402,Lewis & Clark College,National,West,87.0,0.63,3.9,650.0,710.0,610.0,700.0,1260.0,1410.0,-,-,-,-,27.0,31.0,TO,Oregon,http://www.collegesimply.com/guides/admission-data//colleges/oregon/lewis-and-clark-college/admission/
860,Henderson State University,,,,0.63,3.19,,,,,,,960,1090,18,24,,,,Arkansas,http://www.collegesimply.com/guides/admission-data//colleges/arkansas/henderson-state-university/admission/
1063,University of South Carolina Beaufort,,,,0.63,3.3,,,,,,,910,1100,17,22,,,,South Carolina,http://www.collegesimply.com/guides/admission-data//colleges/south-carolina/university-of-south-carolina-beaufort/admission/
